observationAbout,observationDate,value,variableMeasured,unit,scalingFactor,measurementMethod,MeasurementPeriod
wikidataId/Q22424,2023,80.5,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q22424,2023,86.1,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q22424,2024,80,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q22424,2024,88.7,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1437,2023,69.3,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1437,2023,75.2,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1437,2024,74.5,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1437,2024,76.6,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1437,2023,75.4,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1437,2023,83.5,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1437,2024,81.5,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1437,2024,85,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1505,2023,80.6,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1505,2023,104.7,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1505,2024,91.3,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1505,2024,112.1,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1505,2023,83.5,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1505,2023,113.5,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1505,2024,95,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1505,2024,121.7,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1445,2023,64.7,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1445,2023,73.2,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1445,2024,62.4,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1445,2024,68.5,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1445,2023,69.2,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1445,2023,81.3,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1445,2024,66.6,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1445,2024,75.5,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q677037,2023,58.2,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q677037,2023,66.9,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q677037,2024,64.1,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q677037,2024,70,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q677037,2023,62.1,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q677037,2023,73.6,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q677037,2024,68.5,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q677037,2024,76.9,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1363,2023,52.6,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1363,2023,61.7,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1363,2024,56.9,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1363,2024,63.1,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1363,2023,55.9,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1363,2023,67.8,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1363,2024,61,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1363,2024,69.9,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1498,2023,57.6,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1498,2023,64.9,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1498,2024,57.2,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1498,2024,64.6,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1498,2023,62.4,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1498,2023,71.7,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1498,2024,61.9,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1498,2024,71.6,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1499,2023,62.3,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1499,2023,66.1,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1499,2024,63.1,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1499,2024,69.4,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1499,2023,67,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1499,2023,72.5,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1499,2024,67.7,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1499,2024,76.4,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1356,2023,51.4,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1356,2023,61.2,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1356,2024,51.8,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1356,2024,58.7,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1356,2023,55,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1356,2023,67.7,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1356,2024,55.4,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1356,2024,64.9,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q40888,2023,57.2,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q40888,2023,61.2,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q40888,2024,67.3,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q40888,2024,75.4,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q40888,2023,60.7,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q40888,2023,66,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q40888,2024,70.6,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q40888,2024,82.5,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q120971341,2023,97.6,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q120971341,2023,103.2,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q120971341,2024,88.2,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q120971341,2024,101.1,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q120971341,2023,103.6,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q120971341,2023,111.1,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q120971341,2024,93.6,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q120971341,2024,111.5,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q77997266,2023,62.1,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q77997266,2023,81,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q77997266,2024,57.9,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q77997266,2024,75.8,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q77997266,2023,65.2,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q77997266,2023,85.4,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q77997266,2024,61.5,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q77997266,2024,82,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q66278313,2023,68.2,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q66278313,2023,74.4,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q66278313,2024,70.2,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q66278313,2024,73.4,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q66278313,2023,73.4,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q66278313,2023,82,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q66278313,2024,75.3,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q66278313,2024,81.8,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q200667,2023,60.2,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q200667,2023,77.1,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q200667,2024,77.7,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q200667,2024,91.8,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q200667,2023,63.7,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q200667,2023,82.3,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q200667,2024,81.5,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q200667,2024,99.5,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q26927,2023,55,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q26927,2023,59.3,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q26927,2024,55.6,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q26927,2024,56.3,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q26927,2023,58.8,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q26927,2023,67,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q26927,2024,61.5,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q26927,2024,63.8,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q66743,2023,70.5,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q66743,2023,74.4,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q66743,2024,79.9,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q66743,2024,83,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q66743,2023,75.3,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q66743,2023,82,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q66743,2024,84.8,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q66743,2024,92.1,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
country/IND,2023,59.7,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
country/IND,2023,70.5,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
country/IND,2024,60.4,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
country/IND,2024,69.8,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
country/IND,2023,64.4,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
country/IND,2023,78,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
country/IND,2024,65.1,Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
country/IND,2024,77,Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1159,2023,2342,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1159,2023,2314,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1159,2023,2304,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1159,2023,2249,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1159,2023,2500,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1159,2023,2546,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1159,2023,2459,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1159,2023,2475,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1162,2023,2213,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1162,2023,2623,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1162,2023,2191,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1162,2023,2616,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1162,2023,2360,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1162,2023,2857,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1162,2023,2336,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1162,2023,2849,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1164,2023,2099,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1164,2023,2304,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1164,2023,2092,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1164,2023,2297,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1164,2023,2253,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1164,2023,2525,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1164,2023,2246,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1164,2023,2518,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1165,2023,2432,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1165,2023,2461,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1165,2023,2421,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1165,2023,2448,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1165,2023,2658,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1165,2023,2737,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1165,2023,2646,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1165,2023,2722,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1168,2023,2144,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1168,2023,2329,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1168,2023,2136,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1168,2023,2310,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1168,2023,2304,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1168,2023,2581,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1168,2023,2294,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1168,2023,2561,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1353,2023,2137,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1353,2023,2281,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1353,2023,2123,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1353,2023,2260,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1353,2023,2239,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1353,2023,2492,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1353,2023,2224,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1353,2023,2469,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1171,2023,2476,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1171,2023,2535,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1171,2023,2440,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1171,2023,2482,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1171,2023,2632,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1171,2023,2778,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1171,2023,2594,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1171,2023,2720,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1061,2023,2165,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1061,2023,2304,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1061,2023,2141,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1061,2023,2274,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,MospiNIIAdjusted,
wikidataId/Q1061,2023,2310,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1061,2023,2537,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIUnadjusted,
wikidataId/Q1061,2023,2285,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,MospiNIIAdjusted,
